cfecdb276f634854f3ef915e2e980c31	99	0
c8ffe9a587b126f152ed3d89a146b445	76	1
9872ed9fc22fc182d371c3e9ed316094	35	4
82161242827b703e6acf9c726942a1e4	93	9
26657d5ff9020d2abefe558796b99584	20	10
5ef059938ba799aaa845e1c2e8a762bd	46	2
b3e3e393c77e35a4a3f3cbd1e429b5dc	79	0
98f13708210194c475687be6106a3b84	95	0
7f39f8317fbdb1988ef4c628eba02591	4	3
f7e6c85504ce6e82442c770f7c8606f0	57	7
9f61408e3afb633e50cdf1b20de6f466	22	8
3636638817772e42b59d74cff571fbb3	35	7
a97da629b098b75c294dffdc3e463904	0	1
42a0e188f5033bc65bf8d78622277c4e	90	4
c45147dee729311ef5b5c3003946c48f	99	2
4c56ff4ce4aaf9573aa5dff913df997a	9	8
cfcd208495d565ef66e7dff9f98764da	32	6
47d1e990583c9c67424d369f3414728e	27	7
c4ca4238a0b923820dcc509a6f75849b	9	6
cedebb6e872f539bef8c3f919874e9d7	99	10
65ded5353c5ee48d0b7d48c591b8f430	61	0
093f65e080a295f8076b1c5722a46aa2	30	4
045117b0e0a11a242b9765e79cbf113f	70	2
96da2f590cd7246bbde0051047b0d6f7	27	7
3c59dc048e8850243be8079a5c74d079	79	8
f899139df5e1059396431415e770c6dd	9	4
1afa34a7f984eeabdbb0a7d494132ee5	17	9
bf8229696f7a3bb4700cfddef19fa23f	31	6
d1f491a404d6854880943e5c3cd9ca25	16	8
02522a2b2726fb0a03bb19f2d8d9524d	42	9
c0c7c76d30bd3dcaefc96f40275bdc0a	34	2
eb160de1de89d9058fcb0b968dbbbd68	51	7
e00da03b685a0dd18fb6a08af0923de0	26	4
02e74f10e0327ad868d138f2b4fdd6f0	85	2
c9e1074f5b3f9fc8ea15d152add07294	77	7
ac627ab1ccbdb62ec96e702f07f6425b	26	1
4c5bde74a8f110656874902f07378009	23	1
6c8349cc7260ae62e3b1396831a8398f	69	3
c51ce410c124a10e0db5e4b97fc2af39	88	0
9fc3d7152ba9336a670e36d0ed79bc43	53	2
7f1de29e6da19d22b51c68001e7e0e54	3	9
32bb90e8976aab5298d5da10fe66f21d	0	8
37693cfc748049e45d87b8c7d8b9aacd	25	8
4c56ff4ce4aaf9573aa5dff913df997a	77	10
735b90b4568125ed6c3f678819b6e058	68	1
8f85517967795eeef66c225f7883bdcb	4	3
093f65e080a295f8076b1c5722a46aa2	81	6
72b32a1f754ba1c09b3695e0cb6cde7f	94	9
2b24d495052a8ce66358eb576b8912c8	56	9
d645920e395fedad7bbbed0eca3fe2e0	44	5
9bf31c7ff062936a96d3c8bd1f8f2ff3	52	9
2838023a778dfaecdc212708f721b788	72	3
d1f491a404d6854880943e5c3cd9ca25	15	1
98f13708210194c475687be6106a3b84	88	5
92cc227532d17e56e07902b254dfad10	61	7
2b44928ae11fb9384c4cf38708677c48	88	8
9766527f2b5d3e95d4a733fcfb77bd7e	91	6
c74d97b01eae257e44aa9d5bade97baf	5	10
9778d5d219c5080b9a6a17bef029331c	12	6
045117b0e0a11a242b9765e79cbf113f	98	5
fc490ca45c00b1249bbe3554a4fdf6fb	47	10
c16a5320fa475530d9583c34fd356ef5	71	7
149e9677a5989fd342ae44213df68868	3	3
3644a684f98ea8fe223c713b77189a77	44	2
6c4b761a28b734fe93831e3fb400ce87	46	9
f0935e4cd5920aa6c7c996a5ee53a70f	20	10
8e296a067a37563370ded05f5a3bf3ec	72	6
903ce9225fca3e988c2af215d4e544d3	65	3
2b24d495052a8ce66358eb576b8912c8	20	10
f2217062e9a397a1dca429e7d70bc6ca	18	2
2838023a778dfaecdc212708f721b788	1	2
e4da3b7fbbce2345d7772b0674a318d5	97	7
013d407166ec4fa56eb1e1f8cbe183b9	4	0
6c4b761a28b734fe93831e3fb400ce87	60	9
34173cb38f07f89ddbebc2ac9128303f	79	6
072b030ba126b2f4b2374f342be9ed44	97	3
e369853df766fa44e1ed0ff613f563bd	8	7
aab3238922bcc25a6f606eb525ffdc56	18	8
a5771bce93e200c36f7cd9dfd0e5deaa	57	7
9fc3d7152ba9336a670e36d0ed79bc43	40	8
b3e3e393c77e35a4a3f3cbd1e429b5dc	70	7
c74d97b01eae257e44aa9d5bade97baf	2	0
19ca14e7ea6328a42e0eb13d585e4c22	43	10
9bf31c7ff062936a96d3c8bd1f8f2ff3	56	1
65b9eea6e1cc6bb9f0cd2a47751a186f	95	5
bd4c9ab730f5513206b999ec0d90d1fb	69	3
a5bfc9e07964f8dddeb95fc584cd965d	23	2
9dcb88e0137649590b755372b040afad	68	4
c81e728d9d4c2f636f067f89cc14862c	40	9
ad61ab143223efbc24c7d2583be69251	70	6
e2c420d928d4bf8ce0ff2ec19b371514	85	4
2b44928ae11fb9384c4cf38708677c48	89	10
e00da03b685a0dd18fb6a08af0923de0	48	7
7647966b7343c29048673252e490f736	69	3
fbd7939d674997cdb4692d34de8633c4	70	2
96da2f590cd7246bbde0051047b0d6f7	76	9
903ce9225fca3e988c2af215d4e544d3	3	6
6364d3f0f495b6ab9dcf8d3b5c6e0b01	26	6
1c9ac0159c94d8d0cbedc973445af2da	21	7
aab3238922bcc25a6f606eb525ffdc56	84	5
3295c76acbf4caaed33c36b1b5fc2cb1	62	7
65b9eea6e1cc6bb9f0cd2a47751a186f	60	9
5ef059938ba799aaa845e1c2e8a762bd	51	2
a3c65c2974270fd093ee8a9bf8ae7d0b	39	6
28dd2c7955ce926456240b2ff0100bde	0	2
bd686fd640be98efaae0091fa301e613	41	3
34173cb38f07f89ddbebc2ac9128303f	90	9
a5771bce93e200c36f7cd9dfd0e5deaa	9	1
e2c420d928d4bf8ce0ff2ec19b371514	53	1
c45147dee729311ef5b5c3003946c48f	28	1
70efdf2ec9b086079795c442636b55fb	6	1
ad61ab143223efbc24c7d2583be69251	77	3
735b90b4568125ed6c3f678819b6e058	61	10
3295c76acbf4caaed33c36b1b5fc2cb1	35	3
9f61408e3afb633e50cdf1b20de6f466	0	7
903ce9225fca3e988c2af215d4e544d3	78	2
72b32a1f754ba1c09b3695e0cb6cde7f	95	8
9766527f2b5d3e95d4a733fcfb77bd7e	9	8
a3c65c2974270fd093ee8a9bf8ae7d0b	11	10
4c56ff4ce4aaf9573aa5dff913df997a	23	7
cedebb6e872f539bef8c3f919874e9d7	40	7
5fd0b37cd7dbbb00f97ba6ce92bf5add	99	3
7f39f8317fbdb1988ef4c628eba02591	24	4
6364d3f0f495b6ab9dcf8d3b5c6e0b01	39	1
d82c8d1619ad8176d665453cfb2e55f0	23	7
4c5bde74a8f110656874902f07378009	40	6
a3f390d88e4c41f2747bfa2f1b5f87db	14	9
54229abfcfa5649e7003b83dd4755294	86	7
0aa1883c6411f7873cb83dacb17b0afc	14	7
84d9ee44e457ddef7f2c4f25dc8fa865	60	6
38af86134b65d0f10fe33d30dd76442e	63	7
34173cb38f07f89ddbebc2ac9128303f	47	6
e369853df766fa44e1ed0ff613f563bd	25	2
42a0e188f5033bc65bf8d78622277c4e	54	6
3416a75f4cea9109507cacd8e2f2aefc	44	10
c9e1074f5b3f9fc8ea15d152add07294	25	4
cfcd208495d565ef66e7dff9f98764da	39	9
43ec517d68b6edd3015b3edc9a11367b	27	3
f457c545a9ded88f18ecee47145a72c0	41	0
54229abfcfa5649e7003b83dd4755294	22	5
a0a080f42e6f13b3a2df133f073095dd	8	4
d09bf41544a3365a46c9077ebb5e35c3	1	8
c45147dee729311ef5b5c3003946c48f	62	6
6ea9ab1baa0efb9e19094440c317e21b	3	4
9bf31c7ff062936a96d3c8bd1f8f2ff3	79	6
14bfa6bb14875e45bba028a21ed38046	81	8
7647966b7343c29048673252e490f736	13	1
a0a080f42e6f13b3a2df133f073095dd	88	5
fe9fc289c3ff0af142b6d3bead98a923	44	7
93db85ed909c13838ff95ccfa94cebd9	65	1
e4da3b7fbbce2345d7772b0674a318d5	57	1
1c9ac0159c94d8d0cbedc973445af2da	40	8
